MA_1_1,MA_1_2,MA_1_3,MA_1_4,MA_1_5,MA_1_6,MA_1_7,MA_1_8,MA_1_9,MA_1_10,MA_1_11,MA_2_1,MA_2_2,MA_2_3,MA_2_4,MA_2_5,MA_2_6,MA_2_7,MA_2_8,MA_2_9,MA_2_10,MA_2_11,GA_1,GA_2,GA_3,GA_4,GA_5,GA_6,GA_7,Age,Employment_1,Employment_2,Employment_3,Employment_4,Teacher,Educ_Attain,Parent,child35,child618,gender,ethnicity,race,collectiontype,id,Hopko_MA_mean,CG_MA_mean,scale1to10,generalanxiety,testanxiety,Fluency_Correct,MathFluency,BerlinNumeracy,ONET___STEM,Medianhouseholdincomedollars
Low anxiety,Low anxiety,Some anxiety,Low anxiety,Some anxiety,Low anxiety,Some anxiety,Low anxiety,Some anxiety,Some anxiety,Some anxiety,Not true of me at all,Not true of me at all,Generally not true of me,Generally not true of me,Not true of me at all,Not true of me at all,Not true of me at all,Generally not true of me,Generally not true of me,Generally not true of me,Generally not true of me,"Applied to me to some degree, or some of the time",Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,26,,,1,,No,Graduated from 4-year college,Yes,No,No,Man,Non-Hispanic/Latino,Asian,1,778,1.5,1.5454545455,1,1.2857142857,-4,48,0.7792587301,1,1,76447
Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Generally not true of me,Not true of me at all,Not true of me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,31,,,1,,No,Completed graduate or professional school,No,,,Man,Non-Hispanic/Latino,White,2,954,1,1.0909090909,0,1,-4,41,0.6832877808,4,1,62356
Low anxiety,Low anxiety,Quite a bit of anxiety,Low anxiety,Low anxiety,Low anxiety,Quite a bit of anxiety,Low anxiety,Low anxiety,Quite a bit of anxiety,Quite a bit of anxiety,Generally not true of me,Generally not true of me,Very true of me,Very true of me,Generally not true of me,Generally not true of me,Very true of me,Very true of me,Very true of me,Very true of me,Very true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,53,,,,1,No,Graduated from 2-year college,Yes,No,Yes,Woman,Non-Hispanic/Latino,White,1,59,2,3.9090909091,5,1,-3,29,0.4833172228,2,0,45057
Moderate anxiety,Low anxiety,High anxiety,Low anxiety,Some anxiety,Some anxiety,High anxiety,Low anxiety,Moderate anxiety,Moderate anxiety,Quite a bit of anxiety,Generally not true of me,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Generally not true of me,Not true of me at all,Generally not true of me,Very true of me,Generally not true of me,Generally not true of me,"Applied to me very much, or most of the time",Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time",Did not apply to me at all,21,1,,,1,No,Some college,No,,,Woman,Non-Hispanic/Latino,White,2,952,2.9166666667,1.8181818182,5,1.7142857143,-4,43,0.7166427786,3,0,78481
Some anxiety,Some anxiety,Moderate anxiety,Low anxiety,Some anxiety,Some anxiety,Some anxiety,Low anxiety,Some anxiety,Some anxiety,Some anxiety,Somewhat true of me,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Somewhat true of me,Generally not true of me,Not true of me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,54,,,1,,No,Completed graduate or professional school,Yes,Yes,Yes,Man,,,1,250,1.8333333333,1.4545454545,2,1,-4,11,0.182994793,1,0,34527
Low anxiety,Low anxiety,Moderate anxiety,Some anxiety,Moderate anxiety,Low anxiety,Moderate anxiety,Moderate anxiety,Some anxiety,Quite a bit of anxiety,High anxiety,Not true of me at all,Not true of me at all,Generally not true of me,Generally not true of me,Somewhat true of me,Not true of me at all,Somewhat true of me,Somewhat true of me,Somewhat true of me,Generally not true of me,Generally not true of me,Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,23,1,,1,,No,Some college,No,,,Woman,Non-Hispanic/Latino,White,1,801,2.5,2.0909090909,2,1.1428571429,-3,34,0.5597537084,1,0,46432
Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,31,,,1,,No,Graduated from 2-year college,Yes,No,Yes,Man,Non-Hispanic/Latino,White,1,731,1,1,0,1,-4,35,0.5756578947,4,0,52314
Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Some anxiety,Some anxiety,Low anxiety,Some anxiety,Low anxiety,Generally not true of me,Not true of me at all,Generally not true of me,Not true of me at all,Generally not true of me,Not true of me at all,Not true of me at all,Not true of me at all,Somewhat true of me,Generally not true of me,Generally not true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,55,,,,,,Graduated from 2-year college,Yes,No,No,Woman,Non-Hispanic/Latino,White,1,225,1.25,1.6363636364,1,1,-3.5,43,0.7166188921,1,,40774
Low anxiety,Low anxiety,Some anxiety,Low anxiety,Some anxiety,Low anxiety,Some anxiety,Low anxiety,Low anxiety,Some anxiety,Moderate anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,34,,,,1,No,Some college,No,,,Man,Non-Hispanic/Latino,White,1,538,1.5,1,1,1,-4,33,0.5499358408,4,0,45473
Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Generally not true of me,Somewhat true of me,Did not apply to me at all,Did not apply to me at all,"Applied to me to a considerable degree, or a good part of the time","Applied to me to a considerable degree, or a good part of the time",Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,50,,,,,,Graduated from 4-year college,Yes,No,No,Woman,Non-Hispanic/Latino,White,1,226,1,1.2727272727,0,1.5714285714,-4,48,1.0392759711,4,,59354
Some anxiety,Low anxiety,Some anxiety,High anxiety,Some anxiety,Some anxiety,High anxiety,Moderate anxiety,Some anxiety,Moderate anxiety,Quite a bit of anxiety,Generally not true of me,Generally not true of me,Generally not true of me,Somewhat true of me,Somewhat true of me,Generally not true of me,Generally not true of me,Somewhat true of me,Generally true of me,Very true of me,Generally true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,46,,,1,,No,Graduated from 2-year college,Yes,No,No,Woman,Non-Hispanic/Latino,White,1,529,2.6666666667,2.9090909091,5,1,-3.75,25,0.4166111185,1,0,37473
Low anxiety,Low anxiety,Some anxiety,Low anxiety,Low anxiety,Low anxiety,Some anxiety,Low anxiety,Low anxiety,Some anxiety,Some anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Generally not true of me,Not true of me at all,Generally not true of me,Generally not true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,29,,,1,,No,Some college,Yes,Yes,Yes,Man,Non-Hispanic/Latino,White,1,377,1.3333333333,1.2727272727,0,1,-4,46,0.7685496132,3,0,68329
Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,32,,,1,,No,Completed graduate or professional school,No,,,Man,Non-Hispanic/Latino,White,2,982,1,1,0,1.1428571429,-4,21,0.3499650035,4,0,62169
Moderate anxiety,Moderate anxiety,Some anxiety,Moderate anxiety,Moderate anxiety,Moderate anxiety,Moderate anxiety,Some anxiety,Quite a bit of anxiety,Quite a bit of anxiety,Moderate anxiety,Generally true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Generally not true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,29,,,1,,No,Completed graduate or professional school,Yes,No,Yes,Woman,Non-Hispanic/Latino,American Indian or Alaska Native,1,534,2.9166666667,3,8,1.1428571429,-3.5,15,0.2477496077,1,0,100215
Moderate anxiety,Moderate anxiety,Quite a bit of anxiety,Quite a bit of anxiety,High anxiety,Quite a bit of anxiety,Quite a bit of anxiety,High anxiety,High anxiety,Moderate anxiety,Quite a bit of anxiety,Generally true of me,Generally true of me,Very true of me,Very true of me,Very true of me,Somewhat true of me,Generally true of me,Generally true of me,Generally true of me,Very true of me,Generally true of me,Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,38,,1,,,,Some college,Yes,Yes,Yes,Woman,Non-Hispanic/Latino,Black or African American,1,714,4,4.2727272727,8,1.2857142857,-2,30,0.4936727608,1,,48851
Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Some anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,27,,,1,,No,Completed graduate or professional school,No,,,Woman,Non-Hispanic/Latino,Asian,1,849,1.0833333333,1,2,1.1428571429,-4,32,0.5253221702,2,1,47037
Moderate anxiety,Moderate anxiety,Quite a bit of anxiety,Quite a bit of anxiety,Quite a bit of anxiety,Moderate anxiety,High anxiety,Low anxiety,High anxiety,Moderate anxiety,High anxiety,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Very true of me,Somewhat true of me,Not true of me at all,Very true of me,Not true of me at all,Very true of me,Very true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,"Applied to me to some degree, or some of the time",58,,,1,,No,Completed graduate or professional school,No,,,Woman,Non-Hispanic/Latino,White,1,159,3.5833333333,3.3636363636,9,1.2857142857,-3,44,0.7332966685,2,1,37407
Some anxiety,Low anxiety,Quite a bit of anxiety,Some anxiety,Low anxiety,Some anxiety,Quite a bit of anxiety,Low anxiety,Some anxiety,High anxiety,Moderate anxiety,Generally not true of me,Somewhat true of me,Generally not true of me,Somewhat true of me,Generally not true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Generally not true of me,Generally not true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,26,,,,,,Graduated from 4-year college,No,,,Man,Non-Hispanic/Latino,Black or African American,1,196,2.3333333333,2.5454545455,3,1,-2.75,44,0.7332477878,3,,53935
Some anxiety,Quite a bit of anxiety,Quite a bit of anxiety,Some anxiety,Quite a bit of anxiety,Moderate anxiety,Quite a bit of anxiety,Some anxiety,Quite a bit of anxiety,Quite a bit of anxiety,Moderate anxiety,Generally not true of me,Generally not true of me,Generally not true of me,Generally true of me,Generally true of me,Generally true of me,Somewhat true of me,Generally true of me,Generally not true of me,Somewhat true of me,Generally true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,Did not apply to me at all,57,,,1,,No,Completed graduate or professional school,Yes,No,No,Woman,Non-Hispanic/Latino,White,1,135,3.3333333333,3.0909090909,5,1.1428571429,-3,30,0.4992760497,1,0,62961
